              Procedure           Image            Address        Calls Instructions
PyLong_FromUnsignedLongLong@plt multiarray.x86_64-linux-gnu.so       7fca8577fbe0            2            2
              qsort@plt multiarray.x86_64-linux-gnu.so       7fca8577fbc0            7            7
PyMemoryView_FromObject@plt multiarray.x86_64-linux-gnu.so       7fca8577fb90           60           60
PyEval_RestoreThread@plt multiarray.x86_64-linux-gnu.so       7fca8577fb60           48           48
       PyInt_AsLong@plt multiarray.x86_64-linux-gnu.so       7fca8577fb30            6            6
     PyList_AsTuple@plt multiarray.x86_64-linux-gnu.so       7fca8577fb00           20           20
PyDict_SetItemString@plt multiarray.x86_64-linux-gnu.so       7fca8577f9b0           79           79
   PySequence_Check@plt multiarray.x86_64-linux-gnu.so       7fca8577f980          275          275
      PyObject_Init@plt multiarray.x86_64-linux-gnu.so       7fca8577f970          481          481
PyString_FromStringAndSize@plt multiarray.x86_64-linux-gnu.so       7fca8577f960            2            2
         PyList_New@plt multiarray.x86_64-linux-gnu.so       7fca8577f950           20           20
                  _init multiarray.x86_64-linux-gnu.so       7fca8577f8f0            1            6
                  .text    libjbig.so.0       7fca86abf0a0            0           17
                  _init    libjbig.so.0       7fca86abefe8            1            6
                  .text    liblzma.so.5       7fca86cef8a0            0           17
                  _init    liblzma.so.5       7fca86cef6a0            1            6
                  .text    libtiff.so.5       7fca86f3b300            0           17
                  _init    libtiff.so.5       7fca86f3ad38            1            6
                  .text    libjpeg.so.8       7fca871d8e10            0           17
                  _init    libjpeg.so.8       7fca871d8900            1            6
      ImagingZipVersion _imaging.x86_64-linux-gnu.so       7fca87650194            1            5
     ImagingJpegVersion _imaging.x86_64-linux-gnu.so       7fca876392ef            1           11
      ImagingAccessInit _imaging.x86_64-linux-gnu.so       7fca87613e42            1          258
           init_imaging _imaging.x86_64-linux-gnu.so       7fca8760dbc1            1           16
                  .text _imaging.x86_64-linux-gnu.so       7fca87605750            0           17
   PyModule_GetDict@plt _imaging.x86_64-linux-gnu.so       7fca876056a0            1            1
            sprintf@plt _imaging.x86_64-linux-gnu.so       7fca87605650            1            1
PyString_FromString@plt _imaging.x86_64-linux-gnu.so       7fca87605300            3            3
       PyType_Ready@plt _imaging.x86_64-linux-gnu.so       7fca87605270            4            4
  Py_InitModule4_64@plt _imaging.x86_64-linux-gnu.so       7fca876050b0            1            1
PyModule_AddIntConstant@plt _imaging.x86_64-linux-gnu.so       7fca87604fa0            5            5
PyDict_SetItemString@plt _imaging.x86_64-linux-gnu.so       7fca87604f60            3            3
                  _init _imaging.x86_64-linux-gnu.so       7fca87604ee0            1            6
                cbrtf32       libm.so.6       7fca90c54f20            0           12
        __log10f_finite       libm.so.6       7fca90c53290            2           66
                   cbrt       libm.so.6       7fca90c36be0            0           24
         __log10_finite       libm.so.6       7fca90c32400            1           37
         __exp2l_finite       libm.so.6       7fca90c26c60            9          243
              frexpf64x       libm.so.6       7fca90c1fff0            3           78
                 roundl       libm.so.6       7fca90c1eb10            3          117
             nextafterl       libm.so.6       7fca90c1dfc0            1           67
          __powl_finite       libm.so.6       7fca90c1bb50            3          138
                   powf       libm.so.6       7fca90c180e0            2           36
                 log10f       libm.so.6       7fca90c18020            2            8
                  exp2f       libm.so.6       7fca90c17b50            5           75
                    exp       libm.so.6       7fca90c151f0            1           15
                    pow       libm.so.6       7fca90c14b00            2           36
                logf32x       libm.so.6       7fca90c14aa0            4           16
              log10f32x       libm.so.6       7fca90c14a40            1            4
                powf64x       libm.so.6       7fca90c13620            3           87
                 log10l       libm.so.6       7fca90c134e0            3           30
                  exp2l       libm.so.6       7fca90c12e00            9          180
              fesetmode       libm.so.6       7fca90c12390            0         1500
           fetestexcept       libm.so.6       7fca90c11ef0           82         1230
          feclearexcept       libm.so.6       7fca90c11d30            1           20
                  .text       libm.so.6       7fca90c11a80            0           17
                   @plt       libm.so.6       7fca90c11a50            1            1
                   @plt       libm.so.6       7fca90c11a10            2            2
                   @plt       libm.so.6       7fca90c119c0            2            2
                   @plt       libm.so.6       7fca90c11990            2            2
                   @plt       libm.so.6       7fca90c11970            5            5
                   @plt       libm.so.6       7fca90c118e0            5            5
                  _init       libm.so.6       7fca90c117f0            1            6
                  .text       libz.so.1       7fca90fa5f90            0           17
                  _init       libz.so.1       7fca90fa5e40            1            6
                  .text    libutil.so.1       7fca911c1e70            0           17
                  _init    libutil.so.1       7fca911c1c60            1            6
                dlmopen      libdl.so.2       7fca913c5b40            0            3
                dlerror      libdl.so.2       7fca913c5470            0         4100
                 dlvsym      libdl.so.2       7fca913c51e0            0           10
                  dlsym      libdl.so.2       7fca913c50f0           49         1813
                 dlopen      libdl.so.2       7fca913c4fe0           51         1164
                  .text      libdl.so.2       7fca913c4e50            0         1289
               .plt.got      libdl.so.2       7fca913c4e20            1          202
            _dl_sym@plt      libdl.so.2       7fca913c4df0           49           51
             calloc@plt      libdl.so.2       7fca913c4da0            1            3
    _dl_catch_error@plt      libdl.so.2       7fca913c4d90          100          102
                   .plt      libdl.so.2       7fca913c4d40            3            6
                  _init      libdl.so.2       7fca913c4d20            1            6
           elision_init libpthread.so.0       7fca915dbed0            1           36
       __libc_sigaction libpthread.so.0       7fca915da990            2          102
_pthread_cleanup_pop_restore libpthread.so.0       7fca915d8dd0         5077        45693
_pthread_cleanup_push_defer libpthread.so.0       7fca915d8d70         5077        60924
   _pthread_cleanup_pop libpthread.so.0       7fca915d8d40            5           30
  _pthread_cleanup_push libpthread.so.0       7fca915d8d20            5           30
               sem_post libpthread.so.0       7fca915d8b70         2439        29268
            sem_trywait libpthread.so.0       7fca915d8930           21          163
               sem_wait libpthread.so.0       7fca915d8900         2425        29100
               sem_init libpthread.so.0       7fca915d7d30           77          770
         __pthread_once libpthread.so.0       7fca915d79b0          225         1120
    __pthread_once_slow libpthread.so.0       7fca915d7850            5          235
     pthread_testcancel libpthread.so.0       7fca915d7580         2425        12125
  __pthread_setspecific libpthread.so.0       7fca915d71a0            1           34
    pthread_getspecific libpthread.so.0       7fca915d7110          100         1694
   __pthread_key_create libpthread.so.0       7fca915d7070            3           75
  pthread_rwlock_unlock libpthread.so.0       7fca915d5260          103         4230
__pthread_rwlock_wrlock libpthread.so.0       7fca915d4880           79         3119
  pthread_rwlock_rdlock libpthread.so.0       7fca915d4370           24          781
    pthread_rwlock_init libpthread.so.0       7fca915d4320            2           34
   pthread_mutex_unlock libpthread.so.0       7fca915d3810          465        13391
   __pthread_mutex_lock libpthread.so.0       7fca915d1fd0          466        16255
     pthread_mutex_init libpthread.so.0       7fca915d1780            1           29
__make_stacks_executable libpthread.so.0       7fca915ce740            1           26
__pthread_initialize_minimal libpthread.so.0       7fca915cde80            1          156
            frame_dummy libpthread.so.0       7fca915cdc80            1            4
     register_tm_clones libpthread.so.0       7fca915cdbf0            1           13
_dl_get_tls_static_info@plt libpthread.so.0       7fca915cdb00            1            3
  __tunable_get_val@plt libpthread.so.0       7fca915cdae0            5            7
__libc_pthread_init@plt libpthread.so.0       7fca915cda00            1            3
_dl_make_stack_executable@plt libpthread.so.0       7fca915cd9f0            1            3
        __getrlimit@plt libpthread.so.0       7fca915cd6d0            1            3
                   .plt libpthread.so.0       7fca915cd690            5           10
                  _init libpthread.so.0       7fca915cd678            1            4
        _dl_catch_error       libc.so.6       7fca919db1d0          100         3156
    _dl_catch_exception       libc.so.6       7fca919db100         1681        65531
                _dl_sym       libc.so.6       7fca919dabb0           49         3136
               _dl_addr       libc.so.6       7fca919d9e40            1        59381
         __realpath_chk       libc.so.6       7fca919a6e40            1            3
        __vsnprintf_chk       libc.so.6       7fca919a5f20          515        29834
         __vsprintf_chk       libc.so.6       7fca919a5d90           58         3016
          __sprintf_chk       libc.so.6       7fca919a5cd0           58         1218
          __strncpy_chk       libc.so.6       7fca919a5c90          563         1689
           __strcpy_chk       libc.so.6       7fca919a5ad0          754        12818
           pthread_self       libc.so.6       7fca919a4a30         2040         4080
      __register_atfork       libc.so.6       7fca919a4680            1           51
    __libc_pthread_init       libc.so.6       7fca919a4620            1          386
   pthread_mutex_unlock       libc.so.6       7fca919a4460            8           56
     pthread_mutex_lock       libc.so.6       7fca919a4430            8           56
     pthread_mutex_init       libc.so.6       7fca919a4400            1            7
   __libc_alloca_cutoff       libc.so.6       7fca919a3f10            6           60
                sysinfo       libc.so.6       7fca919962a0            1            5
             getloadavg       libc.so.6       7fca91993410            0            6
         get_phys_pages       libc.so.6       7fca91993220            1           75
                __tfind       libc.so.6       7fca919913c0            4           80
               __munmap       libc.so.6       7fca9198f7b0           11           55
                 __mmap       libc.so.6       7fca9198f6d0           47         1648
          __getpagesize       libc.so.6       7fca9198aa80            6           30
                   sbrk       libc.so.6       7fca9198a160           56         1542
                    brk       libc.so.6       7fca9198a0f0           54          648
              getrlimit       libc.so.6       7fca91989bd0            1            9
              tcgetattr       libc.so.6       7fca919898c0            6          198
               readlink       libc.so.6       7fca91985cb0            4           28
                 isatty       libc.so.6       7fca91985bb0            6           84
       __close_nocancel       libc.so.6       7fca919848f0          593         2965
